	tweets	class
2663	 ur not that pretty... and u think that ur the prettiest girl..wow its stupid..	3
2664	 `` im very sexy `` My fucking ass. duuude that made me laugh so fucking hardd(: thank&;s for making my day ;D	3
2665	 dude you are such a fucken fagget ahahaha	3
2666	 you guys SHES NOT FAKE! got it? good. when she still went to my school she was out there with the fact shes a hoe. im glad shes staying in texas they can have her	3
2667	 did alix suk yu up	3
2668	 Excuse me  but whoever the fuck that is under me can shut their fucking mouth  you don&apos;t tell someone to go kill themselves motherfucker you go kill your self  seeing as you have nothing better to do then lurk her formspring.	3
2669	 i&;m not fake (:r sorry.	3
2670	 Stop making fakes of yourself. You are ugly as fuck. You&;re not actually 16 bitch. And you&;re deff not a cyrus. Get a mother fucking life  cunt.	3
2671	 your not FUCKING pretty  stop hating on grace and all these pretty girls  your just jealous. omg	3
2672	 You suck dick.	3
2673	 YOU&;RE RETARDED NEVER MIND.	3
2674	 Seee im makin u famous dese girls crazi dawg	3
2675	 dearest babydoll  vv Stop trying to start shit &amp;&amp; grow the fuck up. I mean really? Is this what you do for a living is ask people if they&;re fake &amp;&amp; ruin peoples lives? Grow some balls  grow up  &amp;&amp; stop starting stuff(:	3
2676	 Nope. I actually have a life. *COUGHCOUGH* unlike you  the lonely pathetic ugly lowlife man/woman who&;s life events are: staying on formspring creating fakes and starting shit. Seriously  I&;m not the bitch  you are. END OF STORY. KCOOLBYE.	3
2677	 cj is gay	3
2678	 ...If you want to go back to Idaho so bad why dont you??? ... Texas doesnt want you here anymore than you want to be soo .. just leave!!!	3
2679	 what am i going to do? hahaha  what am i going to do? haha  what im going to do is get some bitchess to kick the living shit out of your ugly fake wanna be bitch made ass.	3
2680	 .. STFU TABI ... you may not be fake .... but your a bitch annd need to go back to Idaho .. HOEEE ... orr just go to W&;ford.. your better off ther anyways (: .. you have like 1 maybe 2 friends in brock  soooo leave	3
2681	 Ballfuck  she&;s real. Get over it. vv	3
2682	 Grosss! Your face is nasty	3
2683	 (; hehe that&;s funny I want to fuck your tight ass	3
2684	 i have been the one who has been calling you a hoe and shit cuz bitch justin has a fucking girl friend so back the fuck off and quit throwing your self at him. your a whore.	3
2685	 YOURR SUCHH A SLUUTTT	3
2686	 ass face -_-	3
2687	 YOU DONT EVEN FUCKING HAVE FAKES STOP THE FUCKING BULLSHIT AND GET A LIFE JEZUSS. HOW OLD ARE YOU KID? LIFELESS BITCH YOU NEED HELP.	3
2688	 Oh bitch you can&;t hide cus I&;m gonna find you and we gon have a problem hoe	3
2689	 &quot;Show your face Anonymous&quot; WTF?! You make no sense you fake ugly bitch	3
2690	 WHATEVER. Im gunna leave before you guys cry &amp; get yourselves hurt  i mean your begging me to leave  bye pussys!!!!!!!!!!!!!	3
2691	 dont talk to rubinathy15 she is stupid	3
2692	 The beach is fucking shit  you&;re my daddy  and soccer is for faggots.	3
2693	 You are a beautiful girl and i dont think that you shoul do all the things that you do cause you are fucking up your life! Sorry to say but you should to better with your life then just throw it away.....	3
2694	 hey why dont you go kill yourself alot of ppl would be really happy :)	3
2695	 Frances seriously stop trying to make people feel bad for you  ugly bitch.	3
2696	 you&apos;re not cool  suck my dick	3
2697	 ..are you? all you can say lmfaoo. well  your fake everyone knows it  no need to go on about it(: sayoonarra<3	3
2698	 bryans uglyyy!! dum hoe 5/19/10 aha yu guys make a ugly couple!	3
2699	 lmao.. &quot;yurr reall funny skinny ass bitchh&quot;.. hm.. that isn&;t really much of an insult now is it? what if i was fat? lol u suck at talkn shit :] later white trash skank :] ur super ugly nd that guy u like really isnt gonna come back around for u. laterrrr	3
2700	 say it to my face trick ass nigga i will fxckin murder you i aint tryna make no body feel bad so you can hush that you got something to say then please  step up &amp;&amp; show a namee fuckinn bitch. whuss up?!	3
2701	 Please stop harassing me on my formspring :(	3
2702	 why are you soo fat :L	3
2703	 BETTY IS LIKE ADORABLE. YOU LOOK LIKE A CRACK HEADS SHIT IN A TOILET MY DEAR	3
2704	 ok this is tatum krista&;s friend this is her profile thing and i wanted to go on hers cuz she told me she had ?s on herer she didnt answer cuz there stupid and i wanted t oread them so i did but she told me about you and she is not obsesed with you	3
2705	 When caught early  the embryo isn&;t much different than a guy blowing his load  &amp; killing all those sperm that could have been innocent babies. It&;s not a life  embryos are not human. Although many innocent lives are taken through war  it&;s sickening.	3
2706	 So would you rather fuck/suck/touch my dick? if its all of the above lets go out	3
2707	 why are you still alive?	3
2708	 you&;re the bitch :) fuck off.	3
2709	 dude it seems like everyone hates you. you should just delete all your socialing sites. (:	3
2710	 lol how cute u have friends that back u up :] doesnt matter. ur still a fake bitch :] go find a real bf. not someone out of ur league. lol ugly ass	3
2711	 hey sugar tits! wanna meet at night? i&apos;ll be racing my evo..metallic blue with white stripe on top...i got tinted front windows too. look for me!	3
2712	 i hope you know i hate you. frances is one of my best friends! ass hole!	3
2713	 hey do you have a hairy ass i would love to put my tounge deep in you	3
2714	 not even michaela?	3
2715	 Kikk her ass?? VVV haha wtf try her bitch i dare yuh!!!! ily alexis	3
2716	 your my bitch and ill kill you nigga	3
2717	 guess what you should do? GET A LIFE. I don&;t even know you so why would you even start shit with me?! Seriously  you must be a bit messed up in the head. Pathetic.	3
2718	 your still gay and a bitch haha	3
2719	 YOU SHOULD DIE	3
2720	 I want to fuck you. Are you a blondie?	3
2721	 your ugly as fuuuuck ( : betty is 10000% prettier than youuu  so stopp being a bitchhh.	3
2722	 bitch i can rap beta den yo ugly ass	3
2723	 YHUUU READY TO GET YHUR A$$ BEat THIS SATuRDAYY?!?!?!?!?!??!?!?!?!?!?!!?!??!?!?!?!?!?!!?!?!?!?!?!??!?!?!!!??!?!????!?!?!?!?!?!!??!!??!!??!?!?!!?!??!?!?!?!?!?!???!?!?!?!??!?!?!?	3
2724	 ya i know cuz i am letting you know who this is. r my name is Tatum Not &quot;krista&quot;	3
2725	 your come backs are fucking horrible you dumb bitch. wtf  are you like fucking five? you&;re like. &;i know you are but what am i?&; yeahhhh. no. bitch get a fucking life.	3
2726	 Your the one talkin shit back.. fuckstick? i mean seriously how 5th grade can you get?	3
2727	 your ugly	3
2728	 you&;re fucking pathetic	3
2729	 Faaaaake. :D	3
2730	 will you blow me now?	3
2731	 ur mad ugly.	3
2732	 your a fake. your a fake for calling the REAL hailey fake on her formspring. what a lame bitch :)	3
2733	 LMFAO  you&;re fucking creepy &amp; must have no friends nor life  if you have to create muliple formsprings of yourself  saying theyre fakes. Quit thinking everyone wants to be you  &amp; they copy you. No one would fake you. I&;m sorry your such a pathetic poser.	3
2734	 stop leaving stuff like &quot;fake&quot; on your own formsrping. dead give away dumbass. SUCK A CUNT	3
2735	 not telling. you will have to just find out on your own. it probably won&;t be too hard though.	3
2736	 Did u now tht ur ugli	3
2737	 andrew once again stop talking to MY friends. nobody likes you. you think your hot shit and thats whats annoying. bye failed rapist :)	3
2738	 Am not! Youz a hoe &amp; a baybay.	3
2739	 you&;re one of the ugliest bitches I&;ve ever fucking seen	3
2740	 Fanny or dick?	3
2741	 see i told u tht u r a playa. stop playing girls u cunt..	3
2742	 because you&apos;re stupid.	3
2743	 Your ugly x)!	3
2744	 okay  i added some people who want sexual spam  i dont do that over mass spam. if you want sexual spam  ask me to spam you individually and i will(: thank you!	3
2745	 2 weeks? WOW i totally change my mind!! thats like sooooo long! im sorry i ever said anything.....NOT  your too young for makeup. especially the amount you were	3
2746	 I think your gay sorry.	3
2747	 whyy dose rubinathy15 ask stoopid questions? erase the dum betch	3
2748	 she ot me right by her side bitch! an at least i can show my dam info pussyyy ass V	3
2749	 I wanna fuck you.	3
2750	 You&;re a bushwhacking  alchy piece of shit scrub.	3
2751	 Stop stealing my man ):	3
2752	 why are you soo dumb :L	3
2753	 Hey smexy wanna fuck?? How bout we do some 69 all night long? Sounds good k I&;ll be in your bed waiting sexy bitch! ;D	3
2754	 ew VVVVVVV	3
2755	 WHORE	3
2756	 wtf  you got 2 b the freakiest bitch.	3
2757	 ill fight you bitch	3
2758	 Hey bitch boobs don&;t count when the only reason you have them is because your FAT!!!	3
2759	 If you won a million dollars what would you do with it?	3
2760	 ohh look the girl who fakes herself....	3
2761	 Okae then bitch you dont got any quick comebacks now do you you fucking FAKE!!!/	3
2762	 your so fack  go suck a VAG!	3
2763	 i bet you are a .............................NEMO........................STAR.............................SHIT >>..................................COW FAGGET lol	3
2764	 To the question below  when you said: im not fat? Arent you suppose to say I&;m not fat  PERIOD? Cause if you put a question mark your saying your fat. DUMMY.	3
2765	 Fuck Justin bieber. He&;s a fucking fag	3
2766	 Remember that gurl u fight last year?	3
2767	 heey. how many other formsprings do u have? like 50? damn. get a life.	3
2768	 hehehehe(:	3
2769	 your so stupid  you say your not pretty to people so they can be like oh your so pretty blah-blah-blah!! so can you stop?? i mean i totally agree with you  your ugly as shit  no worse than ugly as shit  so go die.	3
2770	 wow you&;re a fucking fake. if you&;re tired of everyone talking shit on you formspring  either stop talking shit to them first  or delete the damn thing. gosh  you&;re fucking retarded. I forgot how stupid people are these days  and that would be you.	3
2771	 Stop Calling Tabi &quot;Fake&quot; Obviously Your The Fake Bitch That Don&;t Have A Life I Don&;t Know Tabi But She Seems Like A Nice Person.	3
2772	 Hey. Why you such a bitch?	3
2773	 still a bitch :]	3
2774	 KUM ON DEN WIT DAT BIG DICK	3
2775	 Tootsy is eww	3
2776	 Do you want me to cave in &quot;curly tops&quot; head????!?!?!?!?!	3
2777	 whatever your a fake  and have nothing good to do with your life.	3
2778	 Your to young what love is bitch so do you use it!!! Dumb whore put your boobs away!!!	3
2779	 why r u suchho a hoe.?	3
2780	 niggers	3
2781	 I hope yhu dnt thinkkk yhur prety casue yhur not!	3
2782	 ew you&;re gross. ugly. BITCH	3
2783	 why not? and all you have to say is &quot;nope&quot;. oh and leave people alone(: delete this you fucking fake :)	3
2784	 jerrrk.	3
2785	 Why do u follow the bandwagon? Formspring. Twitter. What&;s next gay Justin beiber.	3
2786	 go 2 hell	3
2787	 No. Im not. But thanks for throwing that out there ;)	3
2788	 Naw nee naw nee naww neee	3
2789	 yeah go ahead and play victim  i do know you nico. thats how i know your a player.	3
2790	 Ur facebook is a fake  cos I saw 5other facebook with the same but diff last name and same pics and 1 has proof	3
2791	 Do you stroke your pussyr r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r CAT?	3
2792	 Bitchh really yur saying shez fat now bitch yur probly the fat lonely ass flat chested bitch who ckant get none so stop hating AND PLEASE BITCH TAKE YUR SHIT OFF ANONYMUS DUMM ASS BITCH !!!!!!	3
2793	 This is not &quot;Krista&quot; for the last time I have no flippen idea who &quot;krista&quot; is	3
2794	 im not Jewish im catholic so suck a dick	3
2795	 ahaha my mom is dead :) but thanks ugly ass bitch that NO BODY knows and has no life and has to talk shit on formspring to pretty girls that she is jelouse of :) alright bitch.	3
2796	 Aw see even nico does nott want too go near you. I like that you try and typeall ghetto. YOU dont fucking scare me you bitch. Ill fucking kill you if we faught. You&;d probably bring your &quot;ghetto friends&quot; Bahahaha. Who would that be? Bella and kendall? Pff	3
2797	 Your face is nastyy	3
2798	 GO TO HELL xD	3
2799	 baha  actually  im going to go on now :) BITCH ARE YOU FUCKING STUPID? >.> the REAL ashlee has a proof video  your dumb  your probably just some old man behind a computer screen<3 go fuck yourself<3	3
2800	 i swear to fucking god bitch. i hate you so much. you think you can add people and just talk shit on there pages? haha  naaa. yuuu must got us fucked up. im going to hunt your ass down and beat the shit out of youu with my own to hands. kbitchhhh?	3
2801	 What lip did u get pierced O.o?? ;)	3
2802	 uhmm bestie... y dnt u evr get da braces?? ya teeth are fcked up???	3
2803	 lol ok now ur just straight up lying. faggot.	3
2804	 yu a dam lyee mikey yu kno ya mom behh tearn ya asz up.	3
2805	 Why did you fake yourself? That&;s lameeee you know there is like a lot of hate groups on myspace of you?	3
2806	 :] im sorry  im not the one being a fake of some lady lol comeon now >.> be your damn self (: and im not fucking mental  i know what js means. i think you need to stfu and get a damn life instead of beng on here and faking some girl ; btw NICE COMEBACK!	3
2807	 stupid bitchhh and hop of ashlie&;s formspring	3
2808	 If you think i care about what you think of me  then you&apos;ve highly over estimated my opinion of you! bitch/	3
2809	 DID YOU JUST FUCKING SAY MY NAME	3
2810	 No honestly your really immature :)	3
2811	 lets see it then ? ( : &amp;&amp; i was born in th ghetto si wtfuhh you know bout tht cuhh? ahaha not a damn thing! get on my level trickk. show a name &amp; catchh ahh fade lil homiee. &amp; no you know what dont stay away from me  come find me bxtch ;D<33	3
2812	 Get fucking real dude.	3
2813	 She is as dirty as they come  and that crook Rengel  the Dems are so fucking corrupt it's a joke. Make Republicans look like  ...	3
2814	 why did you fuck it up. I could do it all day too. Let's do it when you have an hour. Ping me later to sched writing a book here.	3
2815	 Dude they dont finish enclosing the fucking showers. I hate half assed jobs. Whats the reasononing behind it? Makes no sense.	3
2816	 WTF are you talking about Men? No men thats not a menage  that's just gay.	3
2817	Ill save you the trouble sister. Here comes a big ol fuck France block coming your way here on the twitter.	3
2818	 Im dead serious.Real athletes never cheat don't even have the appearance of at his level. Fuck him dude seriously  I think he did	3
2819	...go absolutely insane.hate to be the bearer of bad news..LoL..dont shoot the messenger (cause we all know you bought that pistol	3
2820	"Lmao  im watching the same thing ahaha. The gay guy is hilarious! ""Dede having a good day and I dont want anyone to mess it up."""	3
2821	LOL  no he said  What do you call a jail cell to a gay guy? Paradise! ahaha.	3
