	tweets	pos	neg	class
7778	Bust a nicca head,smack a ho,shoot the club up!	0.0	0.31	1
7779	So what we doing??	0.0	0.0	1
7780	Bust in dat bitch face I don't want sons! --	0.0	0.47	1
7781	Busted my lip playing ball so now I can't enjoy pussy and this delicious MANGO	0.125	0.39	1
7782	But Carl is a bitch	0.0	0.655	1
7783	But I callin out da race card. Ain't no colored podcasts out dare	0.0	0.0	0
7784	But I can't buy tomorrow. That's why I go hard hoe.	0.0	0.135	1
7785	But I can't get her to smoke unless I bitch about it. The struggles of having a girl who doesn't... In actuality it's a great thing.	0.168	0.258	1
7786	But atleast they let me know...ur a faggot if u keep those type of twitter secrets	0.0	0.306	1
7787	But bitch you gon shave or wax that pussy before I bless it, Foh.	0.222	0.302	1
7788	But bitches are crazy, I'd be in jail for sure	0.198	0.543	1
7789	But bitches be mad than a Mf when they don't know what I'm doing  how I getting it	0.0	0.542	1
7790	But if you knew , bitch you'll do better	0.299	0.392	1
7791	But no one calls him a pussy for his injuries	0.0	0.0	1
7792	Her pussy is pretty	0.615	0.0	1
7793	But rich is a light skin coon. So it's expected.	0.34	0.0	0
7794	But she a bad bad bitch make you late for it.	0.0	0.783	1
7795	#YourWifeCantRead	0.0	0.0	1
7796	But staying up gon be a bitch.	0.0	0.559	1
7797	But they only talk on twitter bc pussies in real life	0.0	0.0	1
7798	But this emotional shit is absolutely for the birds.....	0.157	0.353	1
7799	But who is me to TALK  about the next bitch flexing  when I done don it before	0.0	0.432	1
7800	But why did this bitch just follow me...don't even like u	0.0	0.542	1
7801	But why does my school always have prom on Friday the 13th like this isn't some Freddy Vs Jason shit Even tho some bitches gonna look it	0.1	0.3	1
7802	But yall niggas wanna call these women hoes when they leave you for a nigga that appreciates her. Fuck you lil niggas.	0.151	0.436	1
7803	But you bird ass niggas out here getting your feathers ruffled just shook. And ain't no such thing as a half way crook.	0.0	0.378	1
7804	But you can't tell a broke bitch nothin	0.519	0.0	1
7805	But you love me, you don't wanna be with nobody else, blah blah.. Bullshit fa the birds..	0.228	0.283	1
7806	"I don't see why men disrespect women by calling them offensive names like ""bitch"", ""hoe"", ""slut"", or ""female"". Smh"	0.143	0.382	1
7807	Short version, whitey sucks and a potentially positive film is simply anti-white agitprop.	0.255	0.177	1
7808	Butters get all the hoes	0.0	0.0	1
7809	Bye bitch.	0.0	0.792	1
7810	Bye, Bye Charlie Strong.	0.524	0.0	0
7811	Bytch was an infant...  How the hell this bitch 18 talking bout how much she remember bout Pac before he died!?!	0.0	0.534	1
7812	via  If you are a red blooded #American you may be on the list..	0.0	0.0	0
7813	CEBROS and corporate hoes	0.0	0.0	1
7814	CNT nobody be mad at who he choose to be with I can't be mad at no bitch its the nigga so hay	0.186	0.389	1
7815	COME TO TND!!!! Atrocities starts at 7, followed by Lost Cause, Auramea, Night Verses, and NORMA JEAN! Let's fill this bitch.	0.0	0.326	1
7816	Caleb needs to stop being a little bitch.	0.0	0.655	1
7817	Caleb's a dick and Hanna's a bitch I hate them both now	0.0	0.73	1
7818	California has gangs because California is trash.	0.0	0.0	0
7819	California is home to skater trash.	0.0	0.0	1
7820	Call a hoe a hoe, and a rat a rat	0.0	0.0	1
7821	Call a negro	0.0	0.0	1
7822	"Call me a dumb bitch but ion even know wtf ""Ebola"" is"	0.0	0.609	1
7823	Call me a fag but I love when people turn their heads or look out of their cars when I drive by cause they head me slumpin. Bitches love it	0.331	0.276	1
7824	Call me ghetto if you want but I'm walking to and from class with my bonnet on my hair.	0.157	0.0	1
7825	Call of duty out this bitch	0.0	0.655	1
7826	"old bitch"""	0.0	0.655	1
7827	Called Eddie a hoe.... By mistake doe. Lol	0.25	0.214	1
7828	Calling it am early night heartache is a bitch #broken	0.0	0.633	1
7829	Cam Newton is Such a little girl like grow up and quit actin like a bitch	0.274	0.234	1
7830	Cam Newton is such a pussy he needs to grow up and learn he isn't a hotshot any more	0.0	0.0	1
7831	Came home and found my cat sleeping on my pillow c I love that niggah.	0.375	0.0	1
7832	Can #faggots of #HoneyBooBoo imagine this #internet world was created to trap them and feed them to #Allah like gazelles? #IT #StephenKing	0.214	0.31	1
7833	Can Charlie Crist pull one over on Rick Scott? Well he did pull one over on #floridaprimary dems tonite. #TPOT #Election2014	0.13	0.0	0
7834	Can Dick Sherman get caught doing blow of a tranny hooker some time soon please? Preferably Pete Carroll	0.131	0.187	1
7835	Can I bring another bitch can we have a threesome or nahhh	0.0	0.432	1
7836	Can I bring another bitch or nah	0.0	0.634	1
7837	Can I bring another bitch or nah?	0.0	0.634	1
7838	Can I double stuff your Oreo?	0.0	0.0	0
7839	Can I get some good neck out dis hoe?	0.367	0.0	1
7840	Can I have a bad bitch without no flaws?Come to meet me without no drawers?	0.0	0.523	1
7841	Can I have a bad bitch without no flawwssss	0.0	0.709	1
7842	Can I pay you to stop being a Lil bitch? Gah damn shut the fuck up!	0.0	0.776	1
7843	Can i bring another bitch or nah	0.0	0.634	1
7844	Can my school please fuckin remove these random ass trash cans in the middle of the hallway that I always fuckin run into	0.129	0.197	1
7845	Can really hold phone convos in my house with this trash ass service	0.0	0.304	1
7846	Can someone beat Justin beibers ass? He's such little pussy.	0.0	0.28	1
7847	Can someone get me cheese and crackers	0.0	0.0	0
7848	Can someone please explain to me, Why are the birds so angry  destroying pigs' homes?	0.142	0.426	0
7849	Can someone treat me to some grub? I'm broke bitch over here.	0.203	0.496	1
7850	Can these birds shut the fuck up	0.0	0.538	1
7851	Can this bitch already update	0.0	0.559	1
7852	Can this bitch hurry up... #INeedMyEigth	0.0	0.487	1
7853	Can this bitch sit the fuck down and shut the fuck up	0.0	0.783	1
7854	Can u say hoe hoe hoe? Ewww she was nasty. I was so mean to her on the daily. I'll spare the details lol.	0.161	0.207	1
7855	Can we bomb the selfie-monkey out of my timeline?	0.0	0.516	0
7856	Can we revisit 's idea of two teams of  playing against each other? I would like to see a game every now  then.	0.301	0.0	0
7857	Can you catch a box hoe	0.0	0.0	1
7858	Can you catch a box hoe ?	0.0	0.0	1
7859	Can you imagine Tryn yo hardest to stop a bitch frm slutin and still comin up unsuccessful	0.0	0.486	1
7860	Can you let me stretch that pussy out or nah	0.0	0.259	1
7861	Can you let me stretch that pussy out or nahhh	0.0	0.0	1
7862	Can you really take dick or nah?Can I bring another bitch or nah?	0.0	0.648	1
7863	Cant wait to humble these niggas in the playoffs again. Until then, good job hoes	0.414	0.0	1
7864	Can't be a major nigga with a minor hoe	0.0	0.0	1
7865	Can't be many things worse than having COPS interrupted because a friggin Yankee game is still going on.	0.173	0.149	0
7866	Can't beat a score of 12 on flappy bird #givingup	0.0	0.0	0
7867	Can't even sleep in the fucking car because this mother fucker drives like a retard and pumps the breaks too hard	0.114	0.428	1
7868	Can't find my BC powder .. I'll just chug this children's Advil	0.0	0.0	0
7869	Can't fuck wit no bitch ugly friends,	0.589	0.215	1
7870	Can't fuck with a coon ass girl bruh	0.533	0.0	1
7871	Can't fuck with no bitches. Just can't do it.	0.545	0.0	1
7872	Can't get no money from me you silly hoe	0.0	0.177	1
7873	Can't get no pussy to Kirk Franklin idc how long it's been for ya	0.0	0.0	1
7874	Can't have a bitch with no future or goals. I love kids but if you're not a parent first I can't deal with you	0.398	0.0	1
7875	Can't keep a bitch but its cool cause money still around	0.255	0.163	1
7876	Can't keep a shallow bitch if ya pockets ain't deep.	0.254	0.0	1
7877	Can't let nobody play my gta, bitches like using up all ya ammo n gettin ya dude kilt by the cops	0.117	0.277	1
7878	Can't neva be a sucka for no bitch.. That ain't me	0.0	0.0	1
7879	Can't no hoe #FixMyLife	0.0	0.0	1
7880	Can't save these hoes	0.0	0.467	1
7881	Can't stand a bitch that always feels the need to be doing somethin. Sit your ass at home and be bored you ain't gotta be a hoe all the time	0.13	0.237	1
7882	Can't stand a nigga that curve his boys for some hoes	0.0	0.0	1
7883	Can't stand a sob ass bitch	0.403	0.334	1
7884	Can't stand bitch ass niggas.	0.523	0.212	1
7885	Can't stand ghetto ratchet ass mofos	0.0	0.368	1
7886	Can't stand that asian dude just now, faggot gives me attitude cause I almost forgot my water, fuck u faggot if I wasn't on stage	0.0	0.481	1
7887	Can't stand that faggot.	0.54	0.0	1
7888	Can't stand the Yankees but Jeter hitting a home run in his final at bat in NYC would be cool. Getting beaned would be better!	0.268	0.0	0
7889	"Can't stand when I see a female just get out of relationship  2 days later their ""talking"" to another guy , hoes gonna be hoes smh"	0.0	0.113	1
7890	Can't stop eating graham crackers	0.274	0.0	0
7891	Can't take u coons nowhere  I mean nowhere	0.0	0.0	1
7892	Can't tell if Mexico has been impressive or if Brazil has just been trash today	0.0	0.278	0
7893	Can't tell me shit, cuz ion care bitch.	0.41	0.255	1
7894	Can't trust every face, bitch you gotta watch em'	0.0	0.448	1
7895	Can't trust these bitches. And these niggas either.	0.257	0.417	1
7896	Can't trust these hoes... And when I say hoes I mean dudes to	0.0	0.231	1
7897	Can't turn a hoe into a house wife, #Fact	0.0	0.0	1
7898	Can't wait till I get my full appetite back. Only ate a half ghetto sandwich. No lettuce, no nothing.	0.0	0.128	0
7899	Can't wait till my bitches get here	0.386	0.0	1
7900	Can't wait to put this down payment on my bitch	0.0	0.432	1
7901	Can't wait to see my bitch dutchess	0.381	0.0	1
7902	Can't worry bout a bitch that ain't worried bout me	0.551	0.0	1
7903	Cancel that bitch like NINOOO	0.269	0.624	1
7904	"It ain't nothing to cut that b!tch off!"""	0.0	0.267	1
7905	Cant handle this bitch and her elbow fat	0.434	0.0	1
7906	Cant play No games wit deze niggas or bitches	0.133	0.586	1
7907	Cant wait!   All niggas wanna do at 45 is pop Viagra and pop young bitches	0.125	0.258	1
7908	Cants da coloreds and da white folk gets along? We all be da same cept da colored men gots da bigga dicks	0.0	0.0	1
7909	Cardinals score 1st. They lead 1-0 in the top 3rd with birds on base. #NLCS #SFvsSTL	0.141	0.0	0
7910	Carl try eat the pussy but that big ass nose be fucking shit up	0.0	0.514	1
7911	Carol is gonna George and Lenny this bitch.	0.0	0.432	1
7912	Carrahs a bitch...	0.0	0.655	1
7913	Carter needs to shut the fuck up, fucking bitch ass always trying to start shit	0.0	0.681	1
7914	Casey Matthews is so trash this is BIG	0.0	0.0	0
7915	Catch me on the episode of Vampire Diaries tomorrow night. I bitch slap	0.14	0.333	1
7916	Catch this jet hoe	0.0	0.0	1
7917	Catch up with the Lingo itty bitty bitch	0.0	0.487	1
7918	Cause I'm a trophy hunting little bitch	0.0	0.412	1
7919	Cause I'm the type of NIGHHA to joke on you or to play around so don't be a little bitch	0.516	0.0	1
7920	Why they doin the College Playoff ranking shit so early?	0.0	0.375	1
7921	Cause bitch. I rather eat pussy then get mine ate.	0.0	0.352	1
7922	Cause you know.. Y'all hoes play entirely too much.	0.286	0.0	1
7923	Cavs trash too	0.0	0.0	0
7924	Cay got her whole lit new clicc from her school  be on that bitch shit too me like ? Okay but anyways WE still DEM GIRLZ	0.185	0.311	1
7925	"Cay said ""well bitch I THOT you was on house arrest so you ain't walking NO WHERE!"" OMG I hate her"	0.176	0.396	1
7926	Ceasefire?Let's see how long those towel heads can go without trying to attack Israel then cry to national media when they get popped again	0.124	0.15	1
7927	Celebratin while you hatin bitch.	0.0	0.655	1
7928	Celebrities teeth really be white as shit. I mean don't get me wrong my shit aint yellow by far but I need whatever toothpaste they be using	0.105	0.319	1
7929	Celtic means white trash. If someone says they're Celtic, it means they're white trash.	0.0	0.0	1
7930	BRAGADAYJAH 24 : Nimrod the Cushite, first king of the earth. See Bragadayjah 24	0.0	0.0	0
7931	BRAGADAYJAH 315 : Further restrictions on eating certain insects and birds	0.231	0.0	0
7932	Chad Jordan in this bitch.	0.0	0.655	1
7933	Chance is trash	0.667	0.0	0
7934	Chances make champions nicca ain't nothing stopping you	0.451	0.115	1
7935	Chances make champions nicca ain't nothing stopping you!	0.465	0.112	1
7936	Change the game on u bitches	0.0	0.661	1
7937	Charlene crave colored cock	0.0	0.348	1
7938	Charles Tillmans' eyes are more yellow than corn	0.0	0.0	0
7939	Charles was eatin trash ass Dominoes in that pic...you know he was still poor at the time lol	0.152	0.359	1
7940	Charlie Baltimore look good for 45	0.42	0.0	0
7941	Charlie Crist (R, I, D - FL) rumored to demand a recount. #sayfie	0.0	0.2	0
7942	Charlie Crist and Rick Scott are both scumbags, however interesting that Crist has yet to run one, just one, positive political ad.	0.326	0.0	0
7943	Charlie Crist has asked to keep polls in Broward open until 9pm, claiming long lines. Media reports say turnout light in Broward.	0.0	0.0	0
7944	Charlie Crist, outlawed, hated, rediculed and vilified for shaking the President's hand. What a country! What a democracy!	0.155	0.313	0
7945	Charlie Daniels couldve done a better job! #MNF	0.347	0.0	0
7946	Charlie Furbush #WhyDidIGoogle	0.0	0.0	0
7947	Charlie Jacobs got confused about the ice bucket challenge and instead dumped a bucket of diamonds on his head.	0.085	0.327	0
7948	"""I had nowhere to go""  #IndyCar #MAVTV500"	0.0	0.0	0
7949	Some Republicans 'Believe That Slavery Isn't Over' | Truth Revolt:  Bam, Race Card Vote Democrats out	0.0	0.342	0
7950	Charlie Sheen	0.0	0.0	0
7951	Charlie Sheen never disappoints.	0.421	0.0	0
7952	) love that dog!!:)	0.827	0.0	0
7953	Charlie and Ron has constantly put out heat for their entire careers	0.0	0.0	0
7954	Charlie bit me	0.0	0.0	0
7955	Charlie horses suck ass #ouch	0.0	0.681	1
7956	Charlie is an ol' hatin' fool! #Scandal	0.0	0.67	1
7957	Charlie looking like he's the one that made that 3.	0.333	0.0	0
7958	Charlie not fukin around in Austin.. Every week somebody getting kicked off the team.	0.0	0.0	1
7959	Charlie xcx is bae	0.0	0.0	0
7960	Chase really got hoes in every state it's crazy his @ name the truth	0.181	0.189	1
7961	Chase the pussy, it's a sin. Falls in ya lap, it's a blessing.	0.232	0.261	1
7962	Chasing these hoes, better get cash nigga	0.367	0.0	1
7963	Cheated my way to get? Hahaha this bitch funny if youre so worried about me then stop subtweeting me dumb ass	0.226	0.635	1
7964	Cheater cheater pumpkin eater where'd you find that no good white trash hoe. #trashy #sloots	0.153	0.37	1
7965	Niggas cheat on good women everyday, B.	0.282	0.524	1
7966	Check his hoe for I check her	0.0	0.0	1
7967	Check your slutty fat girl friends instagram pics.See if she don't have five niggaz in every pic thirsting for fat girl pussy.	0.152	0.162	1
7968	Cheeky thoughts as the rooster crows.	0.0	0.0	0
7969	Cheer up Charlie.	0.767	0.0	0
7970	Cheers young lady    foreverrrr younnnnng *grabs flask and chugs*	0.307	0.0	0
7971	Cheez-Its, Honey BBQ Lays, Oreos and a monstrous glass of 2% right now. I'm the skinny-fat poster boy.	0.0	0.0	0
7972	Chicago hoes love pink lipstick	0.512	0.0	1
7973	Chick fil a wasn't about anti gay. It was about the first ammendment. If you didn't get that then you have no right to bitch about rights.	0.296	0.0	1
7974	Chick got a man but no edges. Niggas got hoes but no diploma . Damn	0.0	0.421	1
7975	Chicks be mad at me for tweetin about hoes like I'm talkin about a specific someone lol sorry ladies if the shoe fits then wear it	0.255	0.216	1
7976	Chicks love these ugly hipster faggots. Prolly cause they look like the dad that was never in their life.	0.302	0.338	1
